country,year,choc_kg_per_capita,interpersonal_violence_deaths,drowing_deaths,drug_deaths,alzheimer_and_dementias_deaths,aids_vih_deaths,neoplasms_deaths,road_injuries_deaths,digestive_diseases_deaths,chronic_resp_diseases_deaths
Lesotho,2005,0.000000000,703,103,5,140,18163,1811,795,861,1222
Lesotho,2006,0.000000000,694,103,5,138,17506,1834,814,852,1218
Lesotho,2007,0.000000000,693,106,5,136,15716,1858,827,842,1211
Lesotho,2008,0.000000000,695,110,5,134,13744,1898,845,839,1209
Lesotho,2009,0.000000000,695,110,6,132,12596,1917,852,831,1194
Lesotho,2010,0.000000000,704,111,6,130,11834,1962,870,832,1195
Liberia,1990,0.019033939,98,173,3,139,123,1163,389,1103,437
Liberia,1991,0.000000000,362,164,3,145,176,1193,395,1134,446
Liberia,1992,0.000000000,111,160,3,151,253,1205,398,1151,454
Liberia,1993,0.150489320,163,154,3,157,356,1202,393,1162,462
Liberia,1994,0.019000547,545,146,3,162,489,1202,391,1177,472
Liberia,1995,0.019417213,80,136,3,165,646,1184,381,1179,477
Liberia,1996,0.029918682,2070,141,3,169,828,1211,420,1247,503
Liberia,1997,0.039692830,75,137,3,173,1041,1193,421,1249,503
Liberia,1998,0.029076695,80,135,3,177,1264,1194,426,1257,504
Liberia,1999,0.019657683,83,129,3,182,1479,1188,423,1252,495
Liberia,2000,0.019977694,80,122,3,191,1681,1210,413,1248,488
Liberia,2001,0.040232690,75,113,3,195,1869,1219,396,1219,471
Liberia,2002,0.030101910,70,105,3,204,2053,1244,380,1200,462
Liberia,2003,0.050629250,68,98,3,206,2207,1260,372,1189,455
Liberia,2004,0.071402310,69,93,3,210,2344,1290,370,1192,455
Liberia,2005,0.090101235,74,98,3,216,2449,1332,387,1216,462
Liberia,2006,0.058777563,78,96,3,225,2426,1392,400,1246,475
Liberia,2007,0.077561120,83,95,4,228,2375,1441,413,1269,481
Liberia,2008,0.067948560,88,96,4,234,2401,1494,422,1292,491
Liberia,2009,0.068493080,99,102,4,238,2366,1568,449,1339,505
Liberia,2010,0.009679206,108,105,5,242,2257,1642,473,1382,516
Liberia,2013,0.249469250,115,108,5,257,2187,1821,501,1474,533
Liberia,2018,0.285824660,120,86,6,278,1755,1982,493,1494,525
Liberia,2019,0.396155100,127,86,7,284,1652,2053,503,1524,534
Libya,2010,0.000000000,115,106,149,766,65,3822,2007,828,807
Lithuania,1992,0.077750154,405,605,68,898,22,7289,1125,998,1388
Lithuania,1993,0.096924090,475,640,77,927,26,7953,1201,1130,1479
Lithuania,1994,0.009680513,520,676,91,937,48,8160,1164,1212,1463
Lithuania,1995,0.029045152,486,620,91,938,56,8048,1073,1231,1380
Lithuania,1996,0.038753120,399,525,88,939,31,7681,966,1184,1268
Lithuania,1997,0.106668740,385,484,83,943,26,7429,902,1167,1179
Lithuania,1998,0.038837664,372,462,85,949,42,7596,893,1233,1155
Lithuania,1999,0.097167020,369,454,82,951,67,7597,852,1254,1103
Lithuania,2000,0.087458774,425,416,85,957,57,7634,813,1305,1066
Lithuania,2001,0.068070260,419,432,85,969,60,7991,851,1460,1084
Lithuania,2002,0.048651814,347,410,77,977,60,7965,832,1533,1062
Lithuania,2003,0.087621840,394,386,76,990,70,8058,819,1651,1045
Lithuania,2004,0.038952920,376,374,73,1005,85,8077,806,1766,1018
Lithuania,2005,0.068204400,401,399,78,1026,62,8483,828,2027,1041
Lithuania,2006,0.000000000,379,403,86,1047,63,8640,818,2262,1041
Lithuania,2007,0.097481500,372,415,95,1062,76,9074,786,2464,1046
Lithuania,2008,0.058485590,357,368,94,1081,84,8931,658,2410,975
Lithuania,2009,0.126792100,279,308,86,1101,78,8383,523,2181,888
Lithuania,2010,0.000000000,264,294,84,1132,89,8535,464,2191,877
Lithuania,2019,0.009686029,150,168,169,1542,61,7870,262,1882,779
Luxembourg,2000,4.934141600,7,3,15,131,4,1085,57,197,183
Luxembourg,2001,4.527097700,7,3,14,133,4,1075,53,194,179
Luxembourg,2002,5.267223000,8,3,14,135,4,1084,51,192,181
Luxembourg,2003,5.040932700,7,3,15,135,4,1089,48,191,178
Luxembourg,2004,5.084775400,7,3,15,137,4,1112,44,193,180
Luxembourg,2005,5.073913600,6,3,15,141,3,1122,43,193,182
Luxembourg,2006,5.040749500,6,3,16,145,3,1135,41,194,182
Luxembourg,2007,5.505161000,6,3,15,150,3,1141,39,193,184
Luxembourg,2008,5.401776000,6,3,15,155,3,1144,37,191,186
Luxembourg,2009,5.361335300,6,3,15,160,3,1164,36,193,191
Luxembourg,2010,0.000000000,6,3,15,168,3,1175,35,194,195
Madagascar,1990,0.038866382,142,613,18,499,1,5984,2322,4222,4165
Madagascar,1991,0.038865630,136,623,19,506,3,6020,2324,4251,4231
Madagascar,1992,0.048576675,139,619,19,514,6,6066,2326,4282,4277
Madagascar,1993,0.048555657,147,619,20,520,12,6222,2398,4405,4455
Madagascar,1994,0.048525896,146,601,20,523,22,6112,2347,4348,4467
Madagascar,1995,0.067899690,137,516,18,531,40,6324,2053,4411,4639
Madagascar,1996,0.087268960,162,509,19,536,89,6391,2086,4463,4670
Madagascar,1997,0.116346850,197,509,20,540,162,6511,2123,4536,4713
Madagascar,1998,0.096977660,256,511,21,544,245,6650,2177,4625,4786
Madagascar,1999,0.087323130,355,494,21,547,351,6651,2172,4638,4769
Madagascar,2000,0.029127862,523,491,21,552,480,6708,2171,4683,4763
Madagascar,2001,0.029149598,485,485,22,558,626,6782,2182,4740,4726
Madagascar,2002,0.048617420,567,486,24,566,783,6979,2242,4878,4793
Madagascar,2003,0.038918298,501,476,25,572,944,7131,2274,5001,4837
Madagascar,2004,0.029198210,487,468,26,580,1103,7254,2294,5086,4830
Madagascar,2005,0.058396650,481,490,27,591,1254,7361,2345,5174,4841
Madagascar,2006,0.116748564,473,484,27,601,1392,7419,2350,5234,4842
Madagascar,2007,0.097219770,473,485,28,608,1520,7520,2375,5326,4874
Madagascar,2008,0.126282600,479,499,29,623,1643,7797,2467,5526,5008
Madagascar,2009,0.106764700,563,503,31,638,1759,8040,2533,5689,5108
Madagascar,2010,0.077868300,478,481,32,653,1865,8226,2555,5806,5162
Madagascar,2011,0.029188981,478,490,33,669,1962,8457,2606,5938,5247
Madagascar,2012,0.097303690,476,485,34,687,2065,8699,2639,6067,5321
Madagascar,2013,0.068139080,476,473,36,705,2172,8933,2663,6184,5374
Madagascar,2014,0.058449008,483,472,38,724,2269,9214,2712,6318,5458
Madagascar,2015,0.048758775,490,469,39,746,2354,9508,2749,6464,5549
Madagascar,2016,0.039046433,494,441,42,771,2392,9844,2792,6638,5647
Madagascar,2018,0.029346794,517,448,47,830,2509,10639,2897,7027,5915
Malawi,1990,0.009902859,162,606,14,367,13908,6028,1687,4386,1816
Malawi,1991,0.009823442,174,625,15,377,18806,6155,1728,4488,1850
Malawi,1992,0.009647644,185,612,16,387,24280,6256,1764,4577,1889
Malawi,1993,0.009555209,187,613,16,398,30480,6276,1752,4592,1909
Malawi,1994,0.019447686,188,588,16,409,37145,6300,1739,4621,1940
Malawi,1995,0.009852847,199,564,17,423,43480,6330,1743,4685,1962
Malawi,1996,0.000000000,213,535,17,438,49374,6361,1758,4774,1983
Malawi,1997,0.019793238,228,531,18,456,54877,6463,1778,4866,2003
Malawi,1998,0.009969753,243,480,19,475,59688,6645,1818,4997,2039
Malawi,1999,0.010035581,255,526,20,494,63585,6877,1881,5087,2062
Malawi,2000,0.000000000,270,517,20,516,66561,7022,1896,5127,2065
Malawi,2001,0.000000000,293,512,20,531,68734,7039,1869,5083,2038
Malawi,2002,0.020241844,319,471,21,555,70145,7146,1864,5105,2038
Malawi,2003,0.010124944,346,466,21,576,70966,7296,1869,5127,2041
Malawi,2004,0.010127027,367,447,22,598,71125,7374,1855,5132,2041
Malawi,2005,0.020265535,385,414,23,620,69277,7396,1825,5077,2024
Malawi,2006,0.040578400,392,409,23,645,64699,7401,1814,5048,2022
Malawi,2007,0.010161934,395,402,24,666,58137,7398,1797,5010,2008
Malawi,2008,0.010178970,389,377,24,696,50471,7446,1783,4986,2008
Malawi,2009,0.020383334,390,398,25,723,44036,7681,1831,5043,2040
Malawi,2010,0.000000000,391,402,27,753,39192,7991,1885,5137,2087
Malaysia,1990,0.291092220,315,704,39,1267,43,11157,4365,3496,5101
Malaysia,1991,0.238840420,329,691,42,1340,105,11395,4416,3779,5169
Malaysia,1992,0.176223960,341,693,44,1412,226,11770,4510,4118,5323
Malaysia,1993,0.299909060,354,694,47,1489,383,12292,4609,4520,5586
Malaysia,1994,0.288837880,373,701,50,1551,569,12971,4824,5078,6111
Malaysia,1995,0.360222000,407,734,56,1570,786,13847,5239,5549,6540
Malaysia,1996,0.113035580,438,724,60,1562,1021,14025,5364,5600,6415
Malaysia,1997,0.123144520,468,748,63,1580,1254,14298,5494,5661,6291
Malaysia,1998,0.051248156,499,737,64,1630,1476,14502,5485,5691,6149
Malaysia,1999,0.040943010,538,799,73,1720,1672,16058,6083,6227,6799
Malaysia,2000,0.510369240,560,709,70,1761,1855,15811,5672,6143,6627
Malaysia,2001,1.656550600,591,672,69,1824,2034,16144,5536,6311,6770
Malaysia,2002,1.001135500,619,671,69,1874,2125,16690,5549,6519,6790
Malaysia,2003,2.112866600,649,713,73,1909,2096,17388,5859,6630,6700
Malaysia,2004,0.130162920,668,711,74,1955,2033,17720,5887,6642,6399
Malaysia,2005,0.199378640,683,711,75,2017,1996,18170,5893,6721,6190
Malaysia,2006,0.168830200,689,704,77,2093,1984,18801,5938,6835,6037
Malaysia,2007,0.475063950,694,708,79,2163,1992,19362,6003,6929,5862
Malaysia,2008,0.394761440,705,736,85,2253,2001,20346,6329,7179,5865
Malaysia,2009,0.236366400,714,773,90,2335,2018,21279,6653,7443,5815
Malaysia,2010,0.009822504,706,738,92,2354,2145,21545,6638,7839,5686
Malaysia,2011,0.009817318,690,731,94,2412,2358,22087,6688,8092,5632
Malaysia,2012,0.009800333,674,734,97,2558,2526,22922,6703,7846,5479
Malaysia,2013,0.019558115,645,686,96,2672,2611,23242,6422,7657,5246
Malaysia,2016,0.019466216,612,753,116,3134,2340,27133,7075,8807,6259
Malaysia,2018,0.009731083,586,755,129,3468,1596,29603,7314,9536,6926
Malaysia,2019,0.019479182,577,774,138,3667,1521,31294,7592,10072,7473
Maldives,1990,0.000000000,3,40,0,7,0,95,22,31,96
Maldives,1991,0.000000000,3,38,0,8,0,98,21,32,99
Maldives,1992,0.000000000,3,36,0,8,0,101,20,32,101
Maldives,1993,0.437824400,3,33,0,8,0,103,19,32,101
Maldives,1994,1.345619300,3,31,0,9,0,103,19,31,98
Maldives,1995,0.313108740,3,30,0,10,0,105,19,32,99
Maldives,1996,0.390015960,3,29,0,10,0,110,19,32,103
Maldives,1997,0.608948350,4,28,0,11,0,114,18,32,104
Maldives,1998,0.794211900,4,27,0,11,0,114,18,32,100
Maldives,1999,0.604808700,5,27,1,12,0,113,20,31,97
Maldives,2000,0.869672900,5,24,1,13,0,116,19,31,99
Maldives,2001,0.657919470,6,22,1,14,0,119,18,31,100
Maldives,2002,0.600288100,6,20,1,15,0,117,17,30,95
Maldives,2003,0.658879300,5,18,1,16,0,119,16,30,94
Maldives,2004,0.746701840,5,17,1,17,0,120,16,30,92
Maldives,2005,0.698840200,5,17,1,18,1,121,16,30,92
Maldives,2006,0.790239500,5,18,1,20,0,125,16,30,93
Maldives,2007,1.184123500,5,18,1,21,0,129,16,31,94
Maldives,2008,1.276915300,6,18,1,23,0,134,16,31,95
Maldives,2009,1.201008400,7,18,1,25,1,138,17,32,96
Maldives,2010,0.000000000,8,18,1,26,1,143,17,33,98
Mali,1990,0.000000000,872,786,8,464,531,4603,1728,4153,2894
Mali,1991,0.000000000,877,773,8,478,775,4669,1723,4176,2893
Mali,1992,0.000000000,885,765,8,494,1092,4776,1734,4239,2924
Mali,1993,0.000000000,897,757,8,512,1488,4872,1737,4284,2942
Mali,1994,0.000000000,944,769,8,531,1958,4991,1756,4358,2987
Mali,1995,0.000000000,944,745,8,549,2493,5125,1774,4428,3032
Mali,1996,0.000000000,969,732,8,567,3079,5203,1781,4474,3051
Mali,1997,0.009133813,999,717,8,586,3693,5264,1770,4498,3045
Mali,1998,0.009144603,987,702,8,605,4309,5302,1749,4498,3030
Mali,1999,0.009138959,1047,703,8,625,4904,5356,1745,4510,3021
Mali,2000,0.009129732,1004,707,8,650,5458,5464,1769,4561,3050
Mali,2001,0.000000000,1014,707,8,672,5938,5532,1779,4594,3070
Mali,2002,0.009105086,1053,783,9,703,6316,5702,1898,4725,3133
Mali,2003,0.000000000,1058,805,9,729,6556,5815,1922,4774,3168
Mali,2004,0.009075441,1085,793,9,760,6574,5949,1938,4832,3223
Mali,2005,0.000000000,1085,796,9,791,6602,6086,1966,4894,3276
Mali,2006,0.009047574,1113,807,10,823,6357,6227,1999,4948,3342
Mali,2007,0.000000000,1164,799,10,849,5819,6425,2034,5020,3440
Mali,2008,0.000000000,1225,845,10,878,5477,6621,2117,5099,3524
Mali,2009,0.009019704,1293,869,11,905,5247,6829,2182,5164,3620
Mali,2010,0.000000000,1337,885,11,934,5077,7024,2198,5177,3692
Malta,1990,1.149437900,5,5,2,65,3,615,27,88,106
Malta,1991,2.380952400,6,5,3,69,3,619,28,90,109
Malta,1992,2.581394700,6,5,3,73,4,626,28,92,112
Malta,1993,2.595234600,6,5,3,76,4,635,28,93,113
Malta,1994,2.433380400,6,5,4,81,5,638,28,94,113
Malta,1995,2.322945600,6,5,4,85,5,655,28,96,116
Malta,1996,1.978062200,6,5,4,89,5,668,27,97,118
Malta,1997,2.526598200,6,5,4,92,3,682,27,99,122
Malta,1998,3.170347000,6,4,5,97,2,686,27,99,122
Malta,1999,3.383393000,6,4,5,100,2,702,26,100,124
Malta,2000,3.505505800,6,4,5,104,2,721,25,102,122
Malta,2001,3.640862000,6,4,5,108,2,737,25,104,121
Malta,2002,2.937920800,6,5,5,112,2,755,24,107,127
Malta,2003,3.391771300,6,5,5,115,2,768,24,109,129
Malta,2004,3.444992300,6,4,5,119,2,777,24,110,129
Malta,2005,2.812414000,5,4,6,124,2,782,23,109,131
Malta,2006,3.092990400,6,5,6,129,2,790,23,110,129
Malta,2007,2.785938000,6,5,6,133,2,810,22,110,131
Malta,2008,2.810692500,6,5,7,138,2,831,21,111,132
Malta,2009,2.891200800,6,5,7,144,2,851,20,111,132
Malta,2010,0.000000000,6,5,7,150,2,868,19,110,134
Malta,2012,0.009955525,6,5,7,163,2,901,18,113,135
Malta,2013,0.068635136,5,4,7,170,2,913,18,113,139
Mauritania,1990,0.010089555,111,68,3,136,42,1151,856,979,526
Mauritania,1991,0.010071107,114,67,3,141,48,1154,852,981,519
Mauritania,1992,0.019939130,118,67,3,147,53,1167,857,993,514
Mauritania,1993,0.009847702,122,67,3,153,57,1186,861,1007,511
Mauritania,1994,0.009791818,122,64,3,156,58,1167,838,990,490
Mauritania,1995,0.049026508,124,62,3,159,59,1153,821,981,470
Mauritania,1996,0.009897769,131,66,3,164,58,1170,847,996,460
Mauritania,1997,0.029899927,136,65,3,170,56,1176,846,1001,448
Mauritania,1998,0.029994070,142,67,3,181,54,1202,862,1024,444
Mauritania,1999,0.040112704,142,65,3,184,52,1193,846,1007,427
Mauritania,2000,0.030144510,148,64,3,189,50,1216,852,1007,427
Mauritania,2001,0.050528094,155,64,3,193,48,1255,861,1011,434
Mauritania,2002,0.040783793,160,62,3,199,47,1288,861,1005,439
Mauritania,2003,0.061720345,160,58,3,211,45,1307,839,988,440
Mauritania,2004,0.072575590,166,56,3,217,44,1360,845,995,450
Mauritania,2005,0.010443628,170,58,3,222,41,1396,864,991,453
Mauritania,2006,0.073561580,176,58,3,231,34,1462,880,1003,463
Mauritania,2007,0.010559632,175,55,3,236,28,1478,854,976,459
Mauritania,2008,0.063519420,174,52,3,249,24,1505,832,958,462
Mauritania,2009,0.126983930,183,53,4,255,22,1585,862,978,477
Mauritania,2010,0.030653944,184,51,4,260,22,1613,840,961,477
Mauritius,1990,0.319619630,22,46,1,97,11,668,153,376,450
Mauritius,1991,0.309490350,26,45,1,102,3,670,160,376,437
Mauritius,1992,0.367867170,26,44,1,106,2,708,165,390,438
Mauritius,1993,0.406932200,23,46,1,112,2,732,181,414,440
Mauritius,1994,0.398146720,23,48,1,117,2,753,187,422,440
Mauritius,1995,0.418430000,21,48,2,122,2,755,191,432,424
Mauritius,1996,0.506453900,28,48,2,127,3,768,189,441,418
Mauritius,1997,0.507150000,24,47,2,133,2,802,193,455,438
Mauritius,1998,0.546465400,25,43,2,138,4,806,189,445,432
Mauritius,1999,0.604870000,26,41,2,144,2,836,194,454,438
Mauritius,2000,0.711430800,26,40,4,151,11,865,190,450,436
Mauritius,2001,0.671826360,26,42,4,159,8,906,187,451,436
Mauritius,2002,0.719026500,28,43,4,167,11,938,194,458,443
Mauritius,2003,0.678395570,31,41,5,176,16,979,185,452,447
Mauritius,2004,0.725174900,36,41,6,184,19,991,181,448,438
Mauritius,2005,0.703859150,41,40,7,192,23,1018,175,437,449
Mauritius,2006,0.721668700,48,40,7,198,35,1035,173,430,441
Mauritius,2007,0.758544700,40,41,9,204,56,1039,173,417,423
Mauritius,2008,0.805304700,45,43,12,212,53,1094,177,422,427
Mauritius,2009,0.958692600,40,44,15,221,40,1132,178,423,430
Mauritius,2010,0.000000000,46,42,16,231,72,1146,176,400,424
Mexico,1990,0.842648600,16660,4485,294,6577,2059,47078,20634,36292,16910
Mexico,1991,0.727569700,17011,4384,295,6870,2542,47898,20434,36818,17171
Mexico,1992,0.697000560,17253,4274,299,7188,3101,49311,20399,37723,17613
Mexico,1993,0.666394230,17245,4140,324,7534,3726,51003,20270,38980,18264
Mexico,1994,0.953273530,17342,3950,340,7896,4045,52572,19933,39894,18858
Mexico,1995,0.731593700,16967,3796,365,8277,4585,54492,19551,40848,19782
Mexico,1996,0.827824060,16171,3653,386,8591,4990,55907,19367,41371,20497
Mexico,1997,0.775327100,15450,3623,430,8839,4784,57687,19564,42468,21052
Mexico,1998,0.881776500,15374,3578,473,9086,4894,59271,19436,43323,21384
Mexico,1999,0.892162200,13972,3405,495,9409,4981,60134,19022,43151,21623
Mexico,2000,0.902112900,12929,3235,502,9819,4854,60780,18777,43144,21596
Mexico,2001,0.932641100,12312,3096,492,10326,5060,61870,18599,43410,21930
Mexico,2002,0.898910300,12302,3045,482,10885,5171,64169,18881,44736,22888
Mexico,2003,0.875593600,12379,2998,483,11464,5280,66271,19171,46031,23830
Mexico,2004,0.831315640,11859,2862,476,12033,5381,67109,19060,46064,24129
Mexico,2005,0.861135960,12516,2844,477,12688,5386,69741,19601,47806,25135
Mexico,2006,0.409083550,13013,2802,459,13293,5575,70588,19683,47855,25203
Mexico,2007,0.419305200,12566,2800,454,13986,5786,71827,19918,48644,25701
Mexico,2008,0.324932700,15954,2861,456,14811,5988,75631,20683,51359,27288
Mexico,2009,0.335484470,19183,2840,442,15623,5847,78836,21010,53312,28730
Mexico,2010,0.000000000,21227,2705,425,16367,5694,79007,20368,53152,29249
Micronesia (country),2019,0.275860940,9,12,1,8,45,112,23,34,57
Moldova,1992,0.029226450,610,437,31,576,70,6032,1052,4067,1836
Moldova,1993,0.009735854,620,412,31,593,98,6086,960,4224,1888
Moldova,1994,0.126475930,744,456,34,607,133,6622,1007,4861,2100
Moldova,1995,0.175068000,803,438,36,616,128,6601,973,5036,2117
Moldova,1996,0.233380030,704,395,39,621,156,6108,854,4704,1981
Moldova,1997,0.213751480,623,343,38,626,139,5487,743,4255,1830
Moldova,1998,0.135770130,588,344,38,644,136,5211,682,4030,1761
Moldova,1999,0.154946330,592,343,39,671,161,5229,653,4115,1804
Moldova,2000,0.193199170,596,329,40,697,193,5267,639,4224,1795
Moldova,2001,0.423292460,522,329,40,725,162,5248,639,4266,1765
Moldova,2002,0.526310860,494,326,38,746,184,5400,640,4400,1840
Moldova,2003,0.561467700,456,316,36,762,186,5557,641,4540,1859
Moldova,2004,0.841838800,408,318,35,777,216,5623,638,4566,1770
Moldova,2005,0.866111200,428,349,36,796,220,6006,669,4888,1776
Moldova,2006,1.093288200,395,333,35,822,223,6007,649,4756,1660
Moldova,2007,1.127429100,380,320,33,846,245,6094,650,4663,1596
Moldova,2008,1.202023900,369,300,33,870,240,6164,625,4525,1500
Moldova,2009,1.105375200,346,292,30,897,216,6320,614,4503,1416
Moldova,2010,0.088869890,343,296,33,924,211,6616,617,4590,1375
Moldova,2011,0.181534200,285,240,29,953,205,6133,535,4006,1171
Moldova,2012,0.116218165,282,234,27,995,180,6265,515,3962,1098
Moldova,2013,0.202764100,283,212,27,1045,171,6221,470,3808,1015
Moldova,2014,0.061003410,260,216,28,1102,175,6580,471,3975,1003
Moldova,2015,0.236007910,240,215,29,1157,169,6896,464,4097,1017
Moldova,2016,0.151287150,230,201,27,1202,154,6779,431,3924,988
Moldova,2017,0.242539330,174,178,25,1218,167,6421,388,3582,949
Moldova,2018,0.206350480,204,170,27,1243,166,6328,368,3544,973
Moldova,2019,0.026005886,208,167,28,1259,163,6245,360,3513,971
Mongolia,1990,0.000000000,215,163,5,140,0,2920,274,1408,526
Mongolia,1991,0.000000000,223,163,5,143,0,3017,286,1425,538
Mongolia,1992,0.000000000,243,180,6,146,0,3082,325,1449,551
Mongolia,1993,0.000000000,255,193,7,147,0,3149,356,1465,556
Mongolia,1994,0.059465203,268,193,8,151,0,3202,363,1469,564
Mongolia,1995,0.216946970,281,191,8,153,1,3297,378,1488,581
Mongolia,1996,0.117961610,288,186,9,152,1,3363,388,1501,589
Mongolia,1997,0.245195080,298,179,9,148,2,3356,387,1491,574
Mongolia,1998,0.284073050,301,167,10,143,2,3366,379,1482,560
Mongolia,1999,0.283730700,305,161,10,139,3,3390,384,1472,548
Mongolia,2000,0.342290520,310,160,11,135,4,3425,407,1489,531
Mongolia,2001,0.459999380,315,160,11,134,4,3510,435,1521,515
Mongolia,2002,0.567997900,320,162,11,133,5,3534,467,1542,487
Mongolia,2003,0.843780200,322,164,12,130,5,3583,505,1571,461
Mongolia,2004,0.924460800,333,171,13,128,5,3633,548,1593,435
Mongolia,2005,1.155252800,334,171,14,126,5,3727,577,1622,420
Mongolia,2006,1.209486100,328,169,14,128,6,3834,588,1647,408
Mongolia,2007,1.444075100,321,172,15,128,6,3914,602,1654,392
Mongolia,2008,1.469500000,306,170,15,129,6,4036,612,1676,385
Mongolia,2009,1.462891900,294,166,16,131,7,4229,615,1722,388
Mongolia,2010,0.000000000,300,165,16,134,8,4401,626,1769,386
Montenegro,2006,2.623867500,28,13,1,150,2,1462,77,151,77
Montenegro,2007,3.481519200,27,13,1,151,2,1477,76,152,78
Montenegro,2008,4.793396500,26,12,1,152,2,1491,73,152,78
Montenegro,2009,4.422920700,25,12,1,154,2,1507,71,153,79
Montenegro,2010,0.000000000,24,11,1,156,2,1512,66,152,79
Montenegro,2018,0.009945222,22,10,1,181,1,1640,59,154,86
Montenegro,2019,0.019923445,21,9,1,185,1,1644,59,153,85
Morocco,1990,0.070296810,142,690,117,1888,103,11070,9267,4809,4982
Morocco,1991,0.080447930,143,673,125,1965,127,11483,9383,4870,5121
Morocco,1992,0.110733270,162,749,137,2041,155,12146,10666,5058,5403
Morocco,1993,0.141048200,177,754,149,2115,187,12667,11039,5154,5600
Morocco,1994,0.171423810,198,743,157,2187,223,12949,10932,5177,5677
Morocco,1995,0.181583150,228,739,166,2265,264,13292,10962,5239,5809
Morocco,1996,0.151321750,262,727,175,2349,308,13608,10946,5257,5873
Morocco,1997,0.231971850,306,720,186,2433,355,14016,10972,5338,6018
Morocco,1998,0.120959300,352,694,195,2520,407,14347,10875,5420,6161
Morocco,1999,0.161118690,404,677,207,2610,466,14848,10903,5555,6366
Morocco,2000,0.170926260,432,649,214,2696,532,14921,10659,5483,6273
Morocco,2001,0.210659830,456,629,225,2808,603,15263,10578,5483,6284
Morocco,2002,0.290090860,462,608,232,2952,677,15638,10381,5552,6393
Morocco,2003,0.279298870,471,591,241,3111,749,16300,10405,5703,6690
Morocco,2004,0.288289700,469,570,248,3253,776,16803,10297,5767,6835
Morocco,2005,0.336571200,466,552,255,3408,781,17335,10215,5850,7008
Morocco,2006,0.364743650,465,537,264,3563,809,17923,10130,5936,7196
Morocco,2007,0.441850330,463,527,276,3728,846,18575,10200,6056,7397
Morocco,2008,0.440327230,458,526,288,3880,877,19150,10282,6149,7536
Morocco,2009,0.497810130,452,522,299,4031,882,19735,10313,6238,7663
Morocco,2010,0.000000000,446,509,311,4183,897,20312,10293,6309,7761
Mozambique,1990,0.000000000,542,779,19,632,2255,5897,2670,3729,2451
Mozambique,1991,0.000000000,598,779,20,650,3396,5908,2644,3728,2464
Mozambique,1992,0.000000000,549,733,20,675,5042,5992,2681,3774,2512
Mozambique,1993,0.000000000,586,754,22,701,7465,6150,2792,3881,2577
Mozambique,1994,0.031086553,627,739,23,727,10749,6306,2914,3978,2633
Mozambique,1995,0.020496538,659,758,24,750,14782,6428,3009,4050,2694
Mozambique,1996,0.030715393,667,767,26,779,19479,6560,3071,4111,2749
Mozambique,1997,0.040952142,676,778,27,811,24887,6732,3134,4191,2811
Mozambique,1998,0.020505575,690,748,29,843,30875,6910,3209,4276,2870
Mozambique,1999,0.041061500,702,781,30,875,37324,7094,3299,4361,2935
Mozambique,2000,0.020571224,741,779,32,914,44118,7275,3387,4444,3010
Mozambique,2001,0.134033080,785,732,33,933,50982,7280,3361,4449,2991
Mozambique,2002,0.031003028,830,689,35,974,57876,7435,3389,4567,3013
Mozambique,2003,0.031072993,894,672,37,998,64331,7605,3434,4652,3018
Mozambique,2004,0.031134210,994,682,40,1034,70176,7879,3532,4812,3062
Mozambique,2005,0.041581060,1125,657,44,1072,75008,8203,3664,5007,3110
Mozambique,2006,0.031231206,1283,760,48,1118,74473,8681,3945,5285,3231
Mozambique,2007,0.041673794,1452,813,55,1147,70876,9078,4123,5475,3285
Mozambique,2008,0.072939724,1496,819,64,1192,69623,9547,4286,5707,3360
Mozambique,2009,0.072883844,1518,799,73,1228,71386,9928,4397,5866,3411
Mozambique,2010,0.000000000,1535,776,81,1264,74461,10350,4503,6036,3475
Myanmar,1990,0.000000000,1392,7186,130,2393,43,33591,12360,23139,37654
Myanmar,1991,0.000000000,1552,7202,135,2472,141,34347,12574,23437,38565
Myanmar,1992,0.000000000,1213,7111,139,2554,486,35021,12653,23632,39307
Myanmar,1993,0.000000000,1231,6971,142,2641,1074,35681,12699,23800,40018
Myanmar,1994,0.000000000,1252,6894,146,2732,1704,36318,12692,23913,40631
Myanmar,1995,0.000000000,2314,6733,151,2829,2497,36981,12704,24025,41173
Myanmar,1996,0.000000000,1242,6642,155,2930,3417,37623,12665,24118,41671
Myanmar,1997,0.000000000,1109,6498,160,3035,4435,38230,12626,24221,42102
Myanmar,1998,0.000000000,1144,6406,165,3145,5565,38858,12600,24390,42519
Myanmar,1999,0.010640375,1002,6236,169,3261,6787,39417,12486,24515,42834
Myanmar,2000,0.000000000,1021,6092,174,3400,8147,39773,11838,24736,42839
Myanmar,2001,0.010625705,964,5979,175,3552,9623,39995,10934,24953,42688
Myanmar,2002,0.010598267,869,5787,175,3710,11135,40432,10360,25174,42636
Myanmar,2003,0.010565315,846,5622,175,3874,12612,41011,9928,25336,42609
Myanmar,2004,0.010535834,824,5579,178,4043,13985,41875,9769,25716,42812
Myanmar,2005,0.010514732,924,5368,178,4214,15201,42297,9439,25717,42534
Myanmar,2006,0.010501520,806,5103,180,4400,16092,42947,9117,25763,42453
Myanmar,2007,0.010491963,830,4724,181,4575,16572,43153,8690,25540,42010
Myanmar,2008,0.010501651,766,4488,181,4736,16645,43258,8254,25212,41626
Myanmar,2009,0.010514969,767,4278,186,4901,16474,43614,8034,25082,41529
