country,year,choc_kg_per_capita,interpersonal_violence_deaths,drowing_deaths,drug_deaths,alzheimer_and_dementias_deaths,aids_vih_deaths,neoplasms_deaths,road_injuries_deaths,digestive_diseases_deaths,chronic_resp_diseases_deaths
China,2002,0.010112386,27998,100416,24847,148675,11773,1956916,301638,308400,1323164
China,2003,0.020216260,27976,94274,18858,156132,12183,2010015,312967,312770,1310929
China,2004,0.030314552,27869,90532,15029,163879,13424,2082868,326303,318172,1308091
China,2005,0.040407375,26579,85898,13022,170967,15090,2113440,328533,314833,1275501
China,2006,0.050497280,25011,79135,11582,178510,14791,2106086,324080,305990,1204710
China,2007,0.050485460,23339,76277,10723,187358,14992,2126460,324159,297567,1161612
China,2008,0.060566805,21775,73624,10288,197380,16310,2168067,327299,292928,1149016
China,2009,0.030271573,20659,72888,9981,208139,16364,2214787,329237,288756,1145608
China,2010,0.000000000,18926,70955,9838,218436,16722,2265802,327545,285663,1139700
Colombia,1990,1.256621400,24070,1648,141,2678,486,23337,6833,5889,6211
Colombia,1991,1.306327700,27814,1676,140,2844,587,24626,7346,6211,6704
Colombia,1992,1.325623600,28934,1644,138,2996,634,25300,7573,6377,7076
Colombia,1993,1.273301800,29497,1641,133,3157,741,25894,7818,6486,7333
Colombia,1994,1.190537000,28322,1635,125,3334,1027,26564,8051,6609,7680
Colombia,1995,1.504847500,26952,1568,114,3521,1152,26912,8185,6650,8034
Colombia,1996,1.209602100,27688,1556,105,3739,1180,27848,8380,6818,8534
Colombia,1997,1.300904900,27723,1443,94,3929,1772,27597,7999,6646,8608
Colombia,1998,1.321364300,29083,1383,82,4167,1733,27892,7774,6672,8915
Colombia,1999,1.504892100,30684,1397,75,4470,1869,29080,7697,6985,9563
Colombia,2000,1.119154600,33565,1340,69,4756,1991,29833,7336,7204,9835
Colombia,2001,0.855205200,34612,1297,66,5061,2206,30730,7064,7493,10301
Colombia,2002,0.957704700,39612,1415,69,5422,2412,34066,7709,8474,11562
Colombia,2003,0.907651660,26881,1380,64,5725,2597,33522,7290,8308,11422
Colombia,2004,0.806687060,24669,1421,63,6041,2687,34187,7324,8507,11642
Colombia,2005,0.808019900,20823,1396,63,6357,2663,33884,7103,8452,11570
Colombia,2006,0.942973430,20526,1429,65,6743,2642,35159,7287,8841,12062
Colombia,2007,1.140537300,19396,1385,68,7097,2744,35397,7162,8871,12144
Colombia,2008,1.154193600,19350,1393,74,7500,2701,36675,7270,9171,12640
Colombia,2009,1.043939100,19711,1403,80,7923,2646,38780,7601,9627,13267
Colombia,2010,0.000000000,18921,1344,84,8360,2741,39577,7479,9702,13544
Comoros,2010,0.052588900,41,14,1,63,1,401,106,236,142
Comoros,2011,0.052754816,45,15,1,65,1,419,114,245,146
Comoros,2012,0.063456446,45,14,1,68,1,433,114,251,149
Comoros,2014,0.042484295,67,17,1,72,1,494,149,285,161
Comoros,2015,0.031921840,69,17,2,74,1,506,150,290,163
Comoros,2016,0.021333648,70,16,2,77,1,518,150,295,164
Comoros,2017,0.032061044,71,16,2,80,1,533,151,301,166
Comoros,2018,0.042868808,68,15,2,83,2,535,153,297,166
Comoros,2019,0.053786192,67,14,2,85,2,544,151,299,167
Congo,1990,0.000000000,147,131,9,92,3349,1657,942,1056,789
Congo,1991,0.009976838,147,130,10,96,4102,1671,946,1056,790
Congo,1992,0.029893326,149,131,10,101,4848,1694,965,1065,796
Congo,1993,0.009937625,153,129,11,105,5548,1734,994,1080,810
Congo,1994,0.009920501,170,139,12,111,6188,1831,1100,1140,846
Congo,1995,0.000000000,174,141,13,115,6744,1884,1151,1170,866
Congo,1996,0.049669817,180,144,14,119,7202,1952,1224,1203,890
Congo,1997,0.040041085,192,149,14,123,7578,2002,1327,1244,900
Congo,1998,0.090730230,180,142,14,126,7859,1961,1287,1219,881
Congo,1999,0.050453134,186,141,14,131,8073,1978,1360,1247,879
Congo,2000,0.089769290,184,135,13,135,8238,1953,1359,1245,860
Congo,2001,0.078817370,176,126,13,141,8320,1912,1293,1228,833
Congo,2002,0.078867180,177,123,12,149,8343,1908,1278,1233,820
Congo,2003,0.108019350,187,123,13,159,8296,1976,1337,1289,834
Congo,2004,0.087611750,190,121,13,168,8205,2029,1354,1328,842
Congo,2005,0.086818260,198,124,14,177,7905,2089,1398,1371,846
Congo,2006,0.076510650,201,121,14,184,7562,2151,1407,1408,853
Congo,2007,0.142518190,207,120,14,191,7285,2221,1432,1452,864
Congo,2008,0.161120620,211,120,15,199,6685,2295,1449,1487,875
Congo,2009,0.121992350,216,119,15,208,6178,2362,1461,1510,880
Congo,2010,0.000000000,217,115,16,217,5966,2431,1449,1512,882
Costa Rica,1990,0.409460000,156,174,7,344,59,2345,512,611,477
Costa Rica,1991,0.720944100,156,171,8,364,94,2436,520,656,501
Costa Rica,1992,0.564645400,181,182,8,384,99,2540,559,712,528
Costa Rica,1993,0.573822100,185,177,9,403,123,2599,565,748,549
Costa Rica,1994,0.330727370,206,180,10,426,141,2782,609,819,603
Costa Rica,1995,0.350442440,212,193,11,447,173,2967,644,889,665
Costa Rica,1996,0.097559380,211,183,11,464,178,2947,623,883,698
Costa Rica,1997,0.117387030,213,179,13,485,198,3035,667,927,810
Costa Rica,1998,0.058894213,224,177,12,505,149,3145,682,969,887
Costa Rica,1999,0.049238343,240,175,13,525,152,3294,718,1025,947
Costa Rica,2000,0.345673440,237,154,12,545,151,3284,689,1013,950
Costa Rica,2001,0.445534320,243,156,12,568,167,3417,695,1050,979
Costa Rica,2002,0.466736260,247,156,13,587,148,3396,698,1060,941
Costa Rica,2003,0.647267340,281,152,13,613,165,3562,699,1096,975
Costa Rica,2004,0.968448340,280,149,14,640,148,3717,707,1133,991
Costa Rica,2005,0.630599400,299,137,12,660,150,3630,657,1077,932
Costa Rica,2006,1.544864700,336,143,14,696,168,3914,713,1166,967
Costa Rica,2007,0.964967970,317,126,13,720,137,3679,659,1079,896
Costa Rica,2008,0.594073060,378,128,14,764,153,3905,676,1135,926
Costa Rica,2009,1.058713800,412,119,14,802,138,4045,653,1150,925
Costa Rica,2010,0.000000000,467,133,16,865,156,4587,720,1323,1058
Cote d'Ivoire,1990,0.610350200,1054,503,15,345,9969,4507,1921,3669,2305
Cote d'Ivoire,1991,0.607796430,1106,517,17,358,14508,4731,2009,3840,2364
Cote d'Ivoire,1992,0.554827500,1163,519,18,375,19897,4980,2107,4025,2432
Cote d'Ivoire,1993,0.803517500,1250,540,20,392,25866,5278,2246,4257,2514
Cote d'Ivoire,1994,1.069745500,1334,559,21,410,32114,5566,2381,4487,2590
Cote d'Ivoire,1995,1.342190000,1443,580,23,430,38274,5852,2506,4724,2657
Cote d'Ivoire,1996,1.847406700,1480,584,24,451,43905,6083,2603,4926,2680
Cote d'Ivoire,1997,1.628234000,1540,576,25,472,48701,6276,2676,5102,2678
Cote d'Ivoire,1998,1.567058400,1615,584,25,495,52518,6507,2769,5296,2692
Cote d'Ivoire,1999,1.575763200,1663,599,26,519,55202,6725,2851,5459,2712
Cote d'Ivoire,2000,1.075421600,1743,596,26,549,56322,6979,2916,5582,2783
Cote d'Ivoire,2001,1.532935900,1747,602,27,563,55973,7189,2964,5637,2833
Cote d'Ivoire,2002,1.782171500,1818,603,27,593,55220,7395,2996,5677,2892
Cote d'Ivoire,2003,1.810807300,1961,610,28,608,54473,7584,3053,5724,2940
Cote d'Ivoire,2004,1.876651800,2008,616,28,634,52779,7762,3089,5772,2997
Cote d'Ivoire,2005,2.053880700,1973,617,28,659,49008,7902,3096,5789,3034
Cote d'Ivoire,2006,1.648350800,1851,649,29,693,44466,8094,3155,5841,3090
Cote d'Ivoire,2007,2.898257700,1866,647,29,713,39811,8207,3162,5832,3104
Cote d'Ivoire,2008,2.949460000,1862,647,29,752,35140,8365,3155,5832,3139
Cote d'Ivoire,2009,4.371888000,1906,658,29,788,33828,8624,3193,5904,3198
Cote d'Ivoire,2010,0.000000000,1984,657,30,825,34883,8909,3223,5983,3267
Croatia,1992,0.359225900,216,139,25,1053,10,11540,899,2728,1244
Croatia,1993,0.258350220,216,134,27,1082,9,11552,843,2705,1251
Croatia,1994,0.392494470,183,133,30,1115,16,11486,814,2676,1263
Croatia,1995,0.897589000,175,128,37,1165,14,11539,823,2684,1295
Croatia,1996,0.761867300,156,126,40,1187,16,11820,799,2721,1316
Croatia,1997,1.064696100,149,126,43,1197,18,12103,787,2776,1352
Croatia,1998,0.586488660,150,121,47,1205,12,11965,746,2764,1356
Croatia,1999,0.989531900,135,116,56,1215,6,11791,726,2768,1395
Croatia,2000,1.052724100,120,110,62,1257,13,11266,704,2702,1383
Croatia,2001,1.272894500,98,106,69,1273,6,11150,697,2672,1384
Croatia,2002,1.658685900,82,100,72,1284,11,11461,687,2671,1427
Croatia,2003,1.710555700,85,97,80,1287,8,12149,690,2658,1504
Croatia,2004,1.208097200,83,90,85,1294,6,12124,645,2545,1497
Croatia,2005,1.288059400,70,92,92,1346,5,12627,644,2577,1564
Croatia,2006,0.148690610,80,91,93,1382,12,12603,619,2513,1561
Croatia,2007,1.100793000,71,96,100,1426,4,12975,619,2559,1642
Croatia,2008,2.411380500,77,98,98,1453,8,13740,610,2577,1678
Croatia,2009,2.332763200,62,94,88,1488,16,13729,549,2458,1681
Croatia,2010,0.000000000,59,93,85,1562,12,13838,504,2420,1705
Cuba,1990,0.229444220,895,451,15,1747,62,14864,2520,2683,1866
Cuba,1991,0.179515990,904,454,15,1844,64,15061,2514,2771,1924
Cuba,1992,0.289307650,814,450,15,1944,77,15512,2502,2916,2053
Cuba,1993,0.179685640,861,443,15,2034,118,15848,2517,3029,2192
Cuba,1994,0.169871900,919,440,14,2115,115,15997,2536,3036,2260
Cuba,1995,0.230111390,832,421,13,2199,126,16054,2445,2974,2328
Cuba,1996,0.200327720,736,383,13,2284,127,16095,2294,2938,2425
Cuba,1997,0.160376360,746,372,13,2358,108,16127,2181,2913,2551
Cuba,1998,0.220602910,792,368,12,2439,104,16573,2079,2964,2691
Cuba,1999,0.270778200,658,353,12,2524,129,17039,1946,3013,2815
Cuba,2000,0.330956850,624,336,12,2601,135,17343,1786,2992,2821
Cuba,2001,0.240772840,630,327,14,2685,128,17979,1647,3026,2934
Cuba,2002,0.150563280,660,314,14,2735,97,17914,1468,2909,2838
Cuba,2003,0.220919060,639,304,15,2820,86,18784,1388,3023,3017
Cuba,2004,0.220934930,641,301,15,2898,119,19484,1327,3102,3154
Cuba,2005,0.291183260,644,304,16,2964,131,20350,1305,3204,3272
Cuba,2006,0.180645230,578,284,16,3002,128,20229,1183,3104,3175
Cuba,2007,0.160455870,574,282,17,3095,166,20907,1138,3166,3285
Cuba,2008,0.200343950,597,273,18,3215,185,21675,1114,3269,3402
Cuba,2009,0.400206180,634,275,18,3325,201,22288,1094,3391,3507
Cuba,2010,0.000000000,605,273,20,3445,228,22905,1087,3518,3640
Cyprus,1990,1.118641500,22,30,7,96,1,945,173,232,327
Cyprus,1991,1.175871400,22,31,7,99,1,978,177,242,354
Cyprus,1992,1.324400000,22,31,7,102,1,1018,182,252,372
Cyprus,1993,1.546792700,22,31,8,105,1,1044,189,256,373
Cyprus,1994,1.229057400,22,31,9,107,1,1056,194,256,365
Cyprus,1995,1.397870400,22,31,9,111,1,1079,199,257,364
Cyprus,1996,1.130849600,22,31,9,115,1,1091,202,259,363
Cyprus,1997,1.469320700,22,31,10,120,2,1109,209,262,365
Cyprus,1998,1.489066500,23,32,10,127,2,1130,212,268,370
Cyprus,1999,1.588644300,22,32,10,133,2,1155,210,272,370
Cyprus,2000,1.869615000,22,31,10,139,2,1179,207,269,363
Cyprus,2001,1.563754800,22,31,11,146,2,1209,203,268,357
Cyprus,2002,1.925673100,22,30,11,153,2,1260,200,271,356
Cyprus,2003,1.676045000,22,29,10,162,3,1308,192,272,351
Cyprus,2004,2.164274200,22,29,9,170,3,1381,193,277,355
Cyprus,2005,2.350738000,22,28,12,180,3,1472,190,281,366
Cyprus,2006,2.244058100,22,29,13,189,3,1553,182,287,381
Cyprus,2007,2.276708100,21,30,14,198,3,1636,178,288,392
Cyprus,2008,2.652073100,21,29,14,206,3,1702,167,287,395
Cyprus,2009,2.464862000,21,27,14,214,4,1764,156,288,403
Cyprus,2010,0.029556703,21,25,14,223,4,1805,142,294,414
Cyprus,2011,0.058947330,21,23,13,230,4,1843,133,297,418
Cyprus,2012,0.029440856,21,22,13,237,4,1892,127,300,429
Cyprus,2013,0.029409446,21,23,13,246,4,1952,126,308,444
Cyprus,2014,0.039150480,21,24,14,256,4,2023,127,318,466
Cyprus,2015,0.039114416,21,24,15,267,5,2084,128,326,490
Cyprus,2016,0.019534364,21,25,16,279,4,2117,128,331,497
Cyprus,2017,0.029291857,21,25,17,292,4,2145,131,336,496
Cyprus,2018,0.009755225,21,26,17,307,4,2214,132,349,517
Cyprus,2019,0.009753751,21,26,17,324,5,2291,134,364,541
Czechia,1993,1.403132000,258,311,32,2558,6,27175,1619,4286,2477
Czechia,1994,1.743825300,279,314,42,2617,12,27466,1644,4263,2335
Czechia,1995,1.604235600,234,300,50,2678,8,28140,1653,4272,2235
Czechia,1996,1.956126600,219,276,56,2700,7,27674,1595,4125,2103
Czechia,1997,2.186777800,224,276,66,2749,7,27994,1615,4165,2107
Czechia,1998,1.654366600,208,257,70,2787,7,27337,1542,4097,2100
Czechia,1999,2.324720600,199,253,77,2861,11,27241,1547,4167,2154
Czechia,2000,2.173241400,204,250,79,2964,4,27253,1538,4316,2264
Czechia,2001,2.850202300,189,246,80,3049,9,26126,1509,4502,2353
Czechia,2002,3.102657800,183,240,75,3072,5,27633,1451,4476,2362
Czechia,2003,2.927366000,187,236,77,3106,4,29092,1415,4666,2485
Czechia,2004,3.064090300,182,223,76,3135,5,28922,1302,4593,2478
Czechia,2005,2.736859600,163,220,77,3217,10,29301,1227,4679,2588
Czechia,2006,3.240594600,169,212,76,3276,8,28996,1124,4607,2582
Czechia,2007,3.020049300,168,211,79,3359,11,29302,1073,4651,2687
Czechia,2008,3.420978500,148,207,82,3464,10,29797,1054,4720,2812
Czechia,2009,3.239924400,146,204,87,3590,19,29883,985,4712,2934
Czechia,2010,0.000000000,135,199,91,3760,16,30170,935,4704,3057
Democratic Republic of Congo,2010,0.058348510,2260,2804,121,3107,34894,27047,27813,21091,18051
Democratic Republic of Congo,2011,0.058340270,2382,2767,130,3237,33229,28015,28274,21668,18362
Democratic Republic of Congo,2012,0.019443046,2655,2745,138,3360,30861,29029,28686,22110,18603
Democratic Republic of Congo,2013,0.009713964,2642,2714,148,3489,28007,30061,28623,22449,18705
Denmark,1990,2.717554300,86,48,161,1688,2,15158,761,2155,3265
Denmark,1991,3.197317100,96,49,171,1727,2,15218,745,2229,3336
Denmark,1992,3.407057500,97,48,182,1775,3,15459,726,2363,3466
Denmark,1993,3.518118600,95,49,195,1821,3,15761,706,2515,3611
Denmark,1994,3.628050000,99,51,206,1874,206,16219,684,2713,3743
Denmark,1995,3.798399400,92,49,205,1919,248,16475,666,2853,3884
Denmark,1996,3.818544900,89,49,199,1952,171,16484,635,2899,3955
Denmark,1997,5.099628000,92,49,201,1991,73,16415,602,2975,4028
Denmark,1998,5.680009400,86,47,198,2030,48,16320,584,2977,4070
Denmark,1999,5.769071600,85,50,202,2096,51,16498,589,3068,4195
Denmark,2000,5.987014300,90,48,195,2143,35,16384,559,3028,4175
Denmark,2001,4.295385400,74,49,193,2188,40,16572,538,3092,4228
Denmark,2002,3.373904700,72,49,189,2201,43,16713,529,3133,4228
Denmark,2003,3.142204500,74,48,187,2188,50,16713,504,3109,4143
Denmark,2004,4.426404500,61,47,189,2177,47,16759,475,3072,4018
Denmark,2005,6.368473000,72,45,197,2183,40,16753,440,3038,3944
Denmark,2006,3.997610600,60,45,203,2213,32,16992,424,3057,3970
Denmark,2007,4.550245300,65,45,208,2239,36,17172,418,3035,4029
Denmark,2008,3.795337200,60,41,218,2248,30,17285,399,2973,4055
Denmark,2009,3.188583000,58,38,224,2264,39,17514,364,2928,4139
Denmark,2010,0.000000000,52,36,220,2278,41,17632,333,2846,4151
Djibouti,1998,0.030218827,55,24,1,16,296,270,91,168,79
Djibouti,1990,0.122664735,28,18,0,10,1,179,62,116,60
Djibouti,1991,0.087776520,42,19,0,11,2,184,61,118,62
Djibouti,1992,0.050464693,28,20,0,11,8,193,64,123,65
Djibouti,1993,0.052516280,34,21,1,12,19,208,71,133,69
Djibouti,1994,0.052367190,34,21,1,12,39,213,71,134,69
Djibouti,1995,0.063275460,57,22,1,13,74,229,78,145,73
Djibouti,1996,0.052430820,44,23,1,14,127,241,82,152,75
Djibouti,1997,0.030907780,47,23,1,15,202,251,84,157,76
Djibouti,1999,0.039589590,59,24,1,17,407,283,94,175,81
Djibouti,2000,0.077946650,65,24,1,18,528,294,97,181,82
Djibouti,2001,0.086296990,69,25,1,19,649,306,99,187,83
Djibouti,2002,0.094279850,74,25,1,20,750,323,104,194,85
Djibouti,2003,0.074899680,73,26,1,22,811,335,104,198,86
Djibouti,2004,0.196559060,81,28,1,23,871,366,115,213,92
Djibouti,2005,0.233793050,83,28,1,25,940,385,118,220,93
Djibouti,2006,0.334940280,83,29,1,27,982,400,119,225,95
Djibouti,2007,0.295514800,89,29,1,28,1010,423,125,236,99
Djibouti,2008,0.229359610,92,29,2,30,1038,443,129,245,103
Djibouti,2009,0.054732740,93,29,2,32,1068,460,130,250,105
Djibouti,2010,0.000000000,98,29,2,34,1099,487,136,262,109
Dominica,1990,2.053351600,5,5,0,15,6,142,15,26,17
Dominica,1991,1.786034500,5,5,0,15,4,144,15,27,18
Dominica,1992,2.095031500,5,5,0,16,5,143,15,26,18
Dominica,1993,1.508324300,6,5,0,17,6,144,15,26,18
Dominica,1994,2.543810100,6,5,0,17,7,146,15,26,18
Dominica,1995,2.728244500,6,5,0,18,7,147,15,26,19
Dominica,1996,2.863317000,6,4,0,19,8,148,15,26,19
Dominica,1997,3.637547700,6,4,0,19,6,148,14,26,19
Dominica,1998,2.324637000,6,4,1,20,6,147,15,26,20
Dominica,1999,2.760758600,6,4,1,20,7,150,15,26,20
Dominica,2000,3.727053400,6,4,1,21,9,152,15,26,20
Dominica,2001,3.912220700,6,4,1,21,9,152,14,25,20
Dominica,2002,4.121205000,7,4,1,22,8,155,14,25,21
Dominica,2003,4.161737000,7,4,1,22,8,156,14,25,21
Dominica,2004,4.000525000,7,4,1,22,8,156,13,25,21
Dominica,2005,4.021052400,7,5,1,22,6,156,13,24,21
Dominica,2006,3.861782000,8,5,1,21,6,157,13,24,21
Dominica,2007,4.304031400,8,5,0,21,6,158,13,24,21
Dominica,2008,2.280867600,8,4,0,21,6,159,12,24,21
Dominica,2009,2.032846500,9,4,0,21,5,161,12,24,21
Dominica,2010,11.025518000,9,4,0,21,6,164,12,24,21
Dominica,2011,4.120102400,8,4,0,20,6,167,12,24,21
Dominica,2012,1.308556300,8,4,0,20,6,169,12,24,21
Dominica,2014,0.716262160,8,4,0,20,7,174,12,25,21
Dominica,2015,0.709726200,8,4,0,19,7,175,12,25,22
Dominica,2016,0.709007400,8,4,0,19,6,176,12,25,22
Dominica,2017,0.705745340,8,4,0,19,5,178,12,25,22
Dominica,2018,0.701298700,8,4,0,19,5,180,12,25,22
Dominica,2019,1.447336400,8,4,0,19,5,182,12,25,22
Dominican Republic,1990,0.711389660,800,292,10,512,352,3366,1517,2355,915
Dominican Republic,1991,0.619519950,835,276,10,540,628,3441,1519,2341,893
Dominican Republic,1992,0.974560600,868,262,10,573,979,3515,1528,2312,872
Dominican Republic,1993,1.248170100,896,257,11,614,1384,3686,1583,2334,878
Dominican Republic,1994,1.348951500,920,253,11,656,1809,3808,1638,2336,874
Dominican Republic,1995,1.500356900,942,254,12,707,2226,4010,1719,2359,891
Dominican Republic,1996,1.499706400,950,252,12,762,2596,4336,1801,2415,936
Dominican Republic,1997,0.952216600,999,253,13,819,2919,4629,1897,2463,983
Dominican Republic,1998,1.074190500,1034,256,13,878,3179,4872,1972,2472,1014
Dominican Republic,1999,0.111525100,1045,249,13,935,3379,5155,2009,2478,1053
Dominican Republic,2000,0.111573990,1078,248,13,984,3524,5352,1989,2462,1075
Dominican Republic,2001,0.111649066,1108,247,13,1033,3611,5626,1997,2466,1109
Dominican Republic,2002,0.690816160,1153,245,14,1077,3657,5926,2050,2473,1139
Dominican Republic,2003,1.047452800,1242,252,15,1148,3686,6324,2154,2523,1226
Dominican Republic,2004,0.325798500,1346,263,16,1219,3644,6773,2288,2601,1335
Dominican Republic,2005,0.356806550,1442,265,18,1259,3430,7166,2367,2650,1409
Dominican Republic,2006,0.530912340,1559,266,19,1303,3100,7421,2434,2612,1446
Dominican Republic,2007,0.490863350,1708,262,20,1360,2732,7524,2435,2522,1452
Dominican Republic,2008,0.604066700,1782,253,21,1403,2406,7654,2423,2489,1475
Dominican Republic,2009,0.614672800,1864,253,22,1436,2247,7857,2420,2516,1513
Dominican Republic,2010,0.000000000,1909,253,23,1455,2169,8041,2418,2560,1543
Ecuador,1990,0.310021820,1190,600,25,797,66,6238,2488,3488,1713
Ecuador,1991,0.174521030,1305,634,28,849,92,6751,2746,3675,1767
Ecuador,1992,1.281755200,1388,656,29,892,102,6887,2739,3657,1714
Ecuador,1993,1.284805000,1468,635,30,948,128,6963,2725,3629,1663
Ecuador,1994,0.829576730,1588,636,31,1006,160,7143,2767,3651,1613
Ecuador,1995,1.301737900,1733,620,33,1059,103,7258,2781,3643,1560
Ecuador,1996,2.041452600,1884,620,35,1112,140,7685,2881,3768,1595
Ecuador,1997,1.446843600,1999,629,35,1150,225,7721,2763,3714,1537
Ecuador,1998,0.187544080,2159,641,37,1230,241,8174,2857,3847,1603
Ecuador,1999,1.158211800,2258,608,34,1304,298,8452,2837,3886,1675
Ecuador,2000,1.389631600,2365,590,33,1365,351,8674,2874,3845,1687
Ecuador,2001,0.686534100,2505,589,32,1404,474,8802,2954,3899,1712
Ecuador,2002,0.368850230,2728,644,37,1481,564,9989,3300,4318,1911
Ecuador,2003,0.678916800,2904,667,39,1546,636,10762,3507,4607,2048
Ecuador,2004,0.689714600,3065,661,39,1609,727,11309,3681,4841,2176
Ecuador,2005,0.500253600,3228,673,43,1651,862,12035,4006,5112,2329
Ecuador,2006,0.300319850,3287,681,43,1691,988,12616,4189,5296,2432
Ecuador,2007,0.370419600,3304,685,43,1735,945,13076,4425,5432,2496
Ecuador,2008,0.370387940,3324,726,47,1797,979,13517,4682,5579,2585
Ecuador,2009,0.340305150,3278,689,48,1861,1023,13795,4820,5677,2659
Ecuador,2010,0.000000000,3126,705,49,1928,1051,14163,4934,5796,2780
Egypt,1990,0.108312674,255,1544,24,3282,56,23605,28020,44121,15225
Egypt,1991,0.097913310,247,1410,23,3363,65,23951,26592,43668,15172
Egypt,1992,0.087572340,236,1327,24,3451,74,24212,25605,43425,14896
Egypt,1993,0.115945004,232,1349,26,3568,82,25319,26057,44053,15300
Egypt,1994,0.153516370,232,1338,28,3684,88,26295,26142,44542,15642
Egypt,1995,0.114391670,241,1286,28,3779,93,26667,25403,44031,15517
Egypt,1996,0.142127250,241,1233,30,3870,98,27486,24962,44104,15578
Egypt,1997,0.122432640,247,1192,31,3972,103,28493,24931,44834,15878
Egypt,1998,0.131077920,254,1140,32,4070,106,29155,24343,45401,16062
Egypt,1999,0.204863300,258,1114,33,4153,108,30113,24356,45948,16092
Egypt,2000,0.231665030,264,1059,34,4224,109,30582,23697,45486,15600
Egypt,2001,0.166040000,284,1066,36,4400,110,32833,24541,47573,16442
Egypt,2002,0.137719210,309,1055,38,4603,111,34528,24899,49415,17199
Egypt,2003,0.091402000,337,1039,39,4779,113,36300,25225,51576,18031
Egypt,2004,0.163905870,364,1012,41,4858,114,37419,25066,51941,18030
Egypt,2005,0.145234700,392,997,42,4902,116,38242,24965,51646,17851
Egypt,2006,0.108631484,428,1004,44,4968,118,39646,25392,51771,18026
Egypt,2007,0.108340230,465,1011,44,5074,104,40485,25408,52118,18126
Egypt,2008,0.261109620,503,1025,47,5212,93,42135,25929,53614,18612
Egypt,2009,0.188567820,535,1051,50,5340,93,44866,26837,55290,19088
Egypt,2010,0.000000000,535,1070,53,5464,95,46171,27409,56588,19409
Egypt,2018,0.009487495,516,988,79,6681,56,56627,29391,67659,22235
El Salvador,1990,0.288747430,2403,197,7,591,87,2601,1434,2124,1042
El Salvador,1991,0.258282500,2463,207,8,622,105,2684,1448,2115,1036
El Salvador,1992,0.238218650,2584,186,8,658,127,2857,1479,2154,1056
El Salvador,1993,0.278309640,2818,195,9,696,153,3014,1540,2171,1077
El Salvador,1994,0.249339550,3056,234,9,735,184,3187,1574,2174,1090
El Salvador,1995,0.249991250,3146,264,9,765,222,3203,1528,2116,1067
El Salvador,1996,0.320544150,3119,273,9,803,269,3339,1464,2049,1045
El Salvador,1997,0.260550140,3203,297,11,840,326,3596,1535,2088,1051
El Salvador,1998,0.250421200,3248,328,10,880,390,3908,1682,2167,1093
El Salvador,1999,0.350303560,2976,304,8,905,460,3852,1571,2018,1024
El Salvador,2000,0.300026100,2887,301,7,939,535,3951,1598,1988,1016
El Salvador,2001,0.319834230,2792,283,7,979,614,4039,1538,1917,1024
El Salvador,2002,0.309830960,2729,265,6,1012,680,4025,1451,1841,1005
El Salvador,2003,0.440156670,2849,267,6,1055,731,4201,1487,1878,1055
El Salvador,2004,0.471117200,3015,272,6,1094,759,4408,1524,1924,1106
El Salvador,2005,0.362097770,3145,271,6,1127,740,4522,1503,1936,1129
El Salvador,2006,0.373835920,3261,266,6,1160,769,4610,1482,1948,1146
El Salvador,2007,0.435611100,3264,251,6,1198,822,4633,1385,1927,1154
El Salvador,2008,0.446083040,3223,238,7,1237,823,4581,1279,1892,1152
El Salvador,2009,0.456783320,3299,247,7,1294,800,4823,1299,1986,1230
El Salvador,2010,0.000000000,3192,230,8,1334,766,4670,1169,1925,1210
Estonia,1992,0.079097055,288,219,25,343,1,3535,421,473,323
Estonia,1993,0.336961240,361,226,28,349,1,3742,449,528,336
Estonia,1994,0.514457200,395,235,30,354,1,3896,490,583,351
Estonia,1995,1.558491100,357,207,30,358,1,3685,426,572,327
Estonia,1996,5.387378000,297,155,28,362,3,3314,334,522,288
Estonia,1997,3.714874000,265,150,30,369,3,3347,319,550,284
Estonia,1998,5.598408700,278,139,36,376,3,3525,314,608,296
Estonia,1999,6.186389000,248,131,40,382,1,3407,278,599,284
Estonia,2000,4.038697700,221,115,46,394,5,3439,258,627,283
Estonia,2001,5.064308000,227,122,55,401,5,3576,256,674,292
Estonia,2002,4.300336400,188,110,65,408,4,3549,241,674,291
Estonia,2003,4.982187300,172,100,65,415,8,3545,214,672,295
Estonia,2004,8.251134000,141,93,77,425,20,3589,203,680,297
Estonia,2005,6.983645400,150,84,78,436,32,3622,191,685,293
Estonia,2006,7.100818000,135,82,86,445,46,3711,189,691,299
Estonia,2007,8.080296000,128,84,100,459,37,3870,181,713,306
Estonia,2008,7.092676000,109,74,101,474,41,3795,151,668,294
Estonia,2009,6.121739400,96,66,108,492,48,3832,133,635,289
Estonia,2010,0.000000000,77,60,106,510,43,3695,113,585,277
Eswatini,1990,0.222313300,188,47,1,31,25,406,198,203,251
Eswatini,1991,0.169480470,181,47,2,32,74,423,204,209,254
Eswatini,1992,0.166845010,175,47,2,33,189,435,207,213,253
Eswatini,1993,0.087408520,170,47,2,34,418,446,210,216,252
Eswatini,1994,0.217752130,167,46,2,35,807,467,218,225,256
Eswatini,1995,0.030296165,172,46,2,36,1384,499,231,238,265
Eswatini,1996,0.020234328,178,47,2,36,2148,534,250,253,275
Eswatini,1997,0.101641200,183,46,2,37,3077,560,262,262,279
Eswatini,1998,0.122845866,189,48,3,37,4134,603,284,277,290
Eswatini,1999,0.072035770,191,50,3,38,5283,653,309,292,301
